customerID,gender,SeniorCitizen,tenure,Contract,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Risk_Probability,Marketing_Segment,Predicted_Churn_Flag
7841-FCRQD,Female,0,33,One year,DSL,Credit card (automatic),53.75,1857.3,No,0.04476511516123032,Low risk: retain and upsell,No
2056-EVGZL,Male,0,68,One year,Fiber optic,Credit card (automatic),105.75,7322.5,No,0.06410328282394029,Low risk: retain and upsell,No
8777-MBMTS,Female,1,65,Two year,Fiber optic,Credit card (automatic),105.85,6725.5,No,0.04163129320538963,Low risk: retain and upsell,No
7753-USQYQ,Male,0,55,One year,DSL,Electronic check,64.2,3627.3,No,0.05245545541678186,Low risk: retain and upsell,No
5366-IJEQJ,Male,0,20,Month-to-month,Fiber optic,Electronic check,88.7,1761.45,Yes,0.7000294759679505,High risk: retention/win-back,Yes
7661-CPURM,Male,0,19,One year,Fiber optic,Credit card (automatic),87.7,1725.95,No,0.18635353423434392,Low risk: retain and upsell,No
6233-HXJMX,Female,0,45,Month-to-month,Fiber optic,Credit card (automatic),89.3,4192.15,No,0.3491440078182914,Medium risk: nurture,Yes
5902-WBLSE,Female,0,70,Two year,No,Credit card (automatic),20.15,1411.2,No,0.005770141274634787,Low risk: retain and upsell,No
1981-INRFU,Female,0,2,Month-to-month,Fiber optic,Electronic check,79.75,164.5,Yes,0.7586466128168685,High risk: retention/win-back,Yes
4971-PUYQO,Female,0,27,Month-to-month,Fiber optic,Mailed check,94.55,2724.6,Yes,0.6079400823263869,High risk: retention/win-back,Yes
3239-TPHPZ,Female,0,12,Two year,No,Electronic check,20.05,264.55,No,0.0568524923173435,Low risk: retain and upsell,No
5115-GZDEL,Male,0,72,Two year,DSL,Credit card (automatic),67.2,4671.7,No,0.012387216014079046,Low risk: retain and upsell,No
3338-CVVEH,Male,0,12,Month-to-month,Fiber optic,Electronic check,94.55,1173.55,No,0.6796391366629984,High risk: retention/win-back,Yes
8485-GJCDN,Female,1,5,Month-to-month,Fiber optic,Mailed check,69.05,318.5,Yes,0.6161631651628502,High risk: retention/win-back,Yes
2615-YVMYX,Male,1,71,Month-to-month,Fiber optic,Electronic check,107.5,7713.55,No,0.31800363459502096,Medium risk: nurture,Yes
2851-STERV,Male,1,35,One year,DSL,Electronic check,73.0,2471.25,No,0.12546070561091233,Low risk: retain and upsell,No
4393-GEADV,Male,0,70,Two year,Fiber optic,Credit card (automatic),114.75,7842.3,No,0.03033961460060359,Low risk: retain and upsell,No
8486-AYEQH,Female,0,31,Month-to-month,Fiber optic,Electronic check,76.05,2227.8,No,0.46693140155751695,Medium risk: nurture,Yes
1527-SXDPN,Male,0,52,Two year,Fiber optic,Bank transfer (automatic),96.25,4990.25,Yes,0.05014107762700736,Low risk: retain and upsell,No
6029-WTIPC,Male,1,37,Month-to-month,Fiber optic,Electronic check,101.1,3744.05,Yes,0.6735262189634772,High risk: retention/win-back,Yes
8634-CILSZ,Male,0,69,One year,Fiber optic,Bank transfer (automatic),104.7,7220.35,Yes,0.14179963703878434,Low risk: retain and upsell,No
5419-JKZNQ,Male,1,30,Month-to-month,Fiber optic,Mailed check,77.9,2351.45,No,0.3422921110002243,Medium risk: nurture,Yes
2495-KZNFB,Female,0,33,Month-to-month,Fiber optic,Electronic check,90.65,2989.6,No,0.34637485722207356,Medium risk: nurture,Yes
1409-PHXTF,Male,1,54,Two year,Fiber optic,Electronic check,110.45,6077.75,No,0.1652229065864061,Low risk: retain and upsell,No
4560-WQAQW,Female,0,59,One year,DSL,Bank transfer (automatic),68.7,4070.95,No,0.021165659860316075,Low risk: retain and upsell,No
9591-YVTEB,Male,1,55,Month-to-month,DSL,Electronic check,44.85,2479.05,No,0.23977537941520638,Low risk: retain and upsell,No
9309-BZGNT,Male,1,69,One year,DSL,Credit card (automatic),29.8,2134.3,No,0.04447399764610774,Low risk: retain and upsell,No
4274-DRSQT,Female,0,66,One year,Fiber optic,Bank transfer (automatic),88.9,6000.1,No,0.09993808771568785,Low risk: retain and upsell,No
2027-DNKIV,Male,0,37,One year,DSL,Mailed check,58.75,2203.1,No,0.02566199944610854,Low risk: retain and upsell,No
8075-GXIUB,Male,1,9,One year,No,Credit card (automatic),19.85,183.15,No,0.04848510864647119,Low risk: retain and upsell,No
2885-HIJDH,Male,0,69,Two year,DSL,Bank transfer (automatic),86.9,6194.1,No,0.016018870160590438,Low risk: retain and upsell,No
5424-RLQLC,Male,0,10,Month-to-month,DSL,Mailed check,59.65,638.95,No,0.331693269483239,Medium risk: nurture,Yes
6682-QJDGB,Male,0,40,Month-to-month,DSL,Mailed check,55.25,2139.2,Yes,0.07606149669565872,Low risk: retain and upsell,No
6507-DTJZV,Male,0,13,Month-to-month,DSL,Credit card (automatic),66.4,831.75,No,0.24007259605248538,Low risk: retain and upsell,No
8780-IXSTS,Female,0,6,Month-to-month,Fiber optic,Electronic check,90.1,521.3,Yes,0.75204311050245,High risk: retention/win-back,Yes
7673-BQGKU,Female,0,69,Two year,No,Bank transfer (automatic),20.15,1337.5,No,0.0055270674723304665,Low risk: retain and upsell,No
6723-WSNTY,Female,1,66,One year,Fiber optic,Credit card (automatic),108.1,7181.95,No,0.12352944674038574,Low risk: retain and upsell,No
9530-EHPOH,Male,0,11,Month-to-month,DSL,Electronic check,53.75,608.0,Yes,0.42607972682475215,Medium risk: nurture,Yes
2725-IWWBA,Male,0,46,One year,DSL,Mailed check,56.9,2560.1,No,0.021278062494061042,Low risk: retain and upsell,No
0345-HKJVM,Female,0,6,Month-to-month,Fiber optic,Electronic check,89.3,577.6,Yes,0.6587582848605604,High risk: retention/win-back,Yes
1061-PNTHC,Female,0,56,Month-to-month,Fiber optic,Mailed check,109.6,5953.0,No,0.22099311033348784,Low risk: retain and upsell,No
0394-YONDK,Male,0,70,Two year,No,Credit card (automatic),25.15,1790.15,No,0.004283098904860024,Low risk: retain and upsell,No
6574-MCOEH,Female,0,33,One year,DSL,Electronic check,79.15,2531.4,No,0.11464363489682747,Low risk: retain and upsell,No
7399-QHBJS,Female,0,72,Two year,DSL,Credit card (automatic),66.75,4760.3,No,0.006192790106295299,Low risk: retain and upsell,No
3049-SOLAY,Female,0,3,Month-to-month,Fiber optic,Electronic check,95.2,292.85,Yes,0.8027963120484508,High risk: retention/win-back,Yes
0997-YTLNY,Female,0,19,Month-to-month,DSL,Mailed check,48.8,953.65,No,0.17049164007936024,Low risk: retain and upsell,No
3317-HRTNN,Female,1,5,Month-to-month,DSL,Electronic check,45.7,198.0,Yes,0.7921611422459699,High risk: retention/win-back,Yes
9479-HYNYL,Female,0,71,Two year,DSL,Credit card (automatic),80.7,5705.05,No,0.016828902766968076,Low risk: retain and upsell,No
3235-ETOOB,Male,0,8,Month-to-month,Fiber optic,Electronic check,74.5,609.9,Yes,0.4949158642641081,Medium risk: nurture,Yes
9708-KFDBY,Male,0,1,Month-to-month,No,Credit card (automatic),20.55,20.55,No,0.19165618948785149,Low risk: retain and upsell,No
8058-INTPH,Female,0,1,Month-to-month,Fiber optic,Electronic check,79.65,79.65,Yes,0.7633471284711681,High risk: retention/win-back,Yes
3642-GKTCT,Female,0,61,One year,Fiber optic,Mailed check,115.1,6993.65,No,0.15473712597943887,Low risk: retain and upsell,No
0774-RMNUW,Female,0,71,Two year,DSL,Bank transfer (automatic),59.7,4122.65,No,0.01276940436939396,Low risk: retain and upsell,No
1334-PDUKM,Female,0,68,One year,Fiber optic,Credit card (automatic),86.45,5762.95,No,0.0514535247404621,Low risk: retain and upsell,No
0756-MPZRL,Male,0,46,One year,DSL,Credit card (automatic),33.7,1537.85,No,0.030036574542098644,Low risk: retain and upsell,No
2242-MFOTG,Male,0,33,One year,Fiber optic,Bank transfer (automatic),80.1,2603.3,No,0.0788383477728219,Low risk: retain and upsell,No
2927-CVULT,Female,0,53,Two year,Fiber optic,Bank transfer (automatic),104.05,5566.4,No,0.03979497231659108,Low risk: retain and upsell,No
2144-BFDSO,Female,1,50,Month-to-month,Fiber optic,Bank transfer (automatic),108.75,5431.9,No,0.23574474999324557,Low risk: retain and upsell,No
8745-PVESG,Female,0,57,One year,DSL,Credit card (automatic),41.1,2258.25,No,0.023428546537324953,Low risk: retain and upsell,No
7647-GYYKX,Female,0,54,Two year,No,Bank transfer (automatic),20.35,1092.35,No,0.008129679232441076,Low risk: retain and upsell,No
5647-FXOTP,Female,1,60,Month-to-month,Fiber optic,Electronic check,105.9,6401.25,No,0.40194524494172884,Medium risk: nurture,Yes
5569-OUICF,Female,1,28,Month-to-month,Fiber optic,Credit card (automatic),101.3,2812.2,Yes,0.4824554233909349,Medium risk: nurture,Yes
8821-XNHVZ,Female,0,1,Month-to-month,Fiber optic,Mailed check,80.05,80.05,Yes,0.6513785414897337,High risk: retention/win-back,Yes
2082-OJVTK,Male,0,29,Month-to-month,Fiber optic,Electronic check,89.2,2698.35,Yes,0.5606422049815369,Medium risk: nurture,Yes
9700-ISPUP,Female,0,10,Month-to-month,DSL,Electronic check,65.5,616.9,No,0.2635271184255483,Low risk: retain and upsell,No
9839-ETQOE,Male,0,43,Month-to-month,DSL,Electronic check,40.45,1912.85,No,0.14725578600742845,Low risk: retain and upsell,No
6078-VESFR,Male,1,13,Month-to-month,Fiber optic,Bank transfer (automatic),70.45,849.1,No,0.3298724308336862,Medium risk: nurture,Yes
9027-TMATR,Female,0,43,Two year,DSL,Electronic check,78.8,3460.3,No,0.03763565117284269,Low risk: retain and upsell,No
5940-NFXKV,Male,0,19,Month-to-month,Fiber optic,Electronic check,83.65,1465.75,Yes,0.6580825512741068,High risk: retention/win-back,Yes
1941-HOSAM,Male,0,1,Month-to-month,Fiber optic,Electronic check,90.1,90.1,No,0.7720278852766034,High risk: retention/win-back,Yes
9110-HSGTV,Female,0,69,Two year,DSL,Credit card (automatic),82.45,5555.3,No,0.016025092734706325,Low risk: retain and upsell,No
0704-VCUMB,Female,0,61,Two year,No,Credit card (automatic),20.25,1278.8,No,0.008491749775143928,Low risk: retain and upsell,No
6171-ZTVYB,Male,0,43,Month-to-month,DSL,Bank transfer (automatic),66.25,2907.35,No,0.03547547271915161,Low risk: retain and upsell,No
8053-WWDRO,Female,0,6,Month-to-month,No,Bank transfer (automatic),19.5,146.3,Yes,0.2663204786929039,Low risk: retain and upsell,No
9564-KCLHR,Male,0,1,Month-to-month,DSL,Mailed check,51.25,51.25,Yes,0.252050511312816,Low risk: retain and upsell,No
1935-IMVBB,Male,0,56,Month-to-month,Fiber optic,Mailed check,89.7,4952.95,No,0.24219145223840363,Low risk: retain and upsell,No
2535-PBCGC,Female,0,70,Two year,DSL,Bank transfer (automatic),64.55,4504.9,No,0.021049159376628733,Low risk: retain and upsell,No
2082-CEFLT,Male,0,1,Month-to-month,DSL,Electronic check,45.6,45.6,Yes,0.5686324511831762,Medium risk: nurture,Yes
1470-PSXNM,Male,0,49,One year,Fiber optic,Electronic check,93.65,4520.15,No,0.2765819456331686,Low risk: retain and upsell,No
1213-NGCUN,Female,0,6,Month-to-month,DSL,Bank transfer (automatic),49.65,267.35,Yes,0.3132311773845934,Medium risk: nurture,Yes
2498-XLDZR,Female,0,32,Two year,DSL,Mailed check,73.6,2316.85,No,0.026575175322118203,Low risk: retain and upsell,No
9866-OCCKE,Female,1,72,Two year,Fiber optic,Mailed check,109.75,8075.35,No,0.05187409731126306,Low risk: retain and upsell,No
5338-YHWYT,Male,0,37,Two year,DSL,Credit card (automatic),61.45,2302.35,No,0.012116285548664488,Low risk: retain and upsell,No
7718-UPSKJ,Female,0,69,One year,Fiber optic,Credit card (automatic),106.4,7251.9,No,0.073995395807358,Low risk: retain and upsell,No
8731-WBBMB,Female,0,26,Month-to-month,DSL,Bank transfer (automatic),81.9,2078.55,No,0.12228043260335521,Low risk: retain and upsell,No
1448-CYWKC,Female,0,58,One year,Fiber optic,Credit card (automatic),105.2,6225.4,No,0.20682077559312081,Low risk: retain and upsell,No
7901-IIDQV,Male,0,24,One year,DSL,Bank transfer (automatic),54.6,1242.25,No,0.05070242899053864,Low risk: retain and upsell,No
2690-DVRVK,Male,0,5,One year,No,Electronic check,20.55,99.45,No,0.04556906225695329,Low risk: retain and upsell,No
5688-KZTSN,Male,0,15,Month-to-month,No,Electronic check,20.0,288.05,Yes,0.2059700333426242,Low risk: retain and upsell,No
1270-XKUCC,Female,0,30,Two year,No,Mailed check,19.7,599.25,No,0.015334293461394801,Low risk: retain and upsell,No
0334-ZFJSR,Female,0,55,One year,DSL,Credit card (automatic),66.05,3462.1,No,0.019271455674937307,Low risk: retain and upsell,No
2894-QOJRX,Female,0,25,Month-to-month,DSL,Bank transfer (automatic),34.0,853.0,Yes,0.34401052659139225,Medium risk: nurture,Yes
5747-PMBSQ,Male,1,10,Month-to-month,Fiber optic,Mailed check,92.5,934.1,Yes,0.4433774335100946,Medium risk: nurture,Yes
5583-EJXRD,Male,0,44,Two year,DSL,Credit card (automatic),54.05,2375.2,No,0.018253993483294328,Low risk: retain and upsell,No
4565-EVZMJ,Female,0,47,One year,DSL,Mailed check,58.9,2813.05,No,0.02809062760390839,Low risk: retain and upsell,No
3143-JQEGI,Female,0,13,Month-to-month,Fiber optic,Electronic check,88.35,1222.8,Yes,0.5653449679995415,Medium risk: nurture,Yes
6386-SZZKH,Female,0,49,Two year,Fiber optic,Bank transfer (automatic),107.95,5293.2,Yes,0.07154125749952524,Low risk: retain and upsell,No
3327-YBAKM,Female,0,64,One year,Fiber optic,Mailed check,96.9,6314.35,No,0.08800133390153018,Low risk: retain and upsell,No
9441-QHEVC,Male,0,1,Month-to-month,No,Mailed check,19.1,19.1,No,0.2391418426057848,Low risk: retain and upsell,No
6705-LNMDD,Male,0,20,Month-to-month,DSL,Mailed check,50.0,1003.05,No,0.12113130159554138,Low risk: retain and upsell,No
2580-ASVVY,Female,0,37,Two year,DSL,Electronic check,45.4,1593.1,No,0.035014494365785596,Low risk: retain and upsell,No
3370-GQEAL,Male,0,30,Month-to-month,Fiber optic,Electronic check,85.45,2509.95,No,0.49766691794680584,Medium risk: nurture,Yes
5032-USPKF,Female,0,38,One year,DSL,Bank transfer (automatic),84.1,3187.65,No,0.05339224212808379,Low risk: retain and upsell,No
2982-IHMFT,Female,1,1,Month-to-month,Fiber optic,Mailed check,74.45,74.45,Yes,0.7105960937536229,High risk: retention/win-back,Yes
3521-SYVOR,Female,0,37,Month-to-month,DSL,Electronic check,64.75,2345.2,Yes,0.29413139831759894,Low risk: retain and upsell,Yes
4254-QPEDE,Female,0,52,Two year,DSL,Credit card (automatic),66.25,3330.1,No,0.02917625560120371,Low risk: retain and upsell,No
6283-GITPX,Male,0,71,Two year,DSL,Credit card (automatic),76.9,5522.7,No,0.006840335796368895,Low risk: retain and upsell,No
9526-JAWYF,Male,0,26,Month-to-month,Fiber optic,Electronic check,89.8,2335.3,Yes,0.2993252235697978,Low risk: retain and upsell,Yes
0771-CHWSK,Male,0,66,Two year,DSL,Credit card (automatic),74.6,4798.4,No,0.02207617947097511,Low risk: retain and upsell,No
9788-HNGUT,Male,0,72,Two year,Fiber optic,Credit card (automatic),116.95,8594.4,No,0.054960968040000176,Low risk: retain and upsell,No
9495-REDIY,Male,0,25,One year,DSL,Credit card (automatic),40.65,970.55,No,0.06679112864184401,Low risk: retain and upsell,No
5375-XLDOF,Male,0,69,Two year,Fiber optic,Bank transfer (automatic),114.35,7665.8,No,0.04409830488990079,Low risk: retain and upsell,No
1172-VIYBP,Male,0,53,Two year,DSL,Bank transfer (automatic),69.7,3686.05,No,0.016009484198298722,Low risk: retain and upsell,No
5649-VUKMC,Female,0,12,One year,Fiber optic,Mailed check,95.5,1115.15,Yes,0.26572172241560155,Low risk: retain and upsell,No
6559-PDZLR,Male,0,26,Month-to-month,Fiber optic,Electronic check,98.65,2537.0,No,0.45293728257825866,Medium risk: nurture,Yes
8992-OBVDG,Male,0,21,Month-to-month,DSL,Mailed check,61.65,1393.6,No,0.19859051267999697,Low risk: retain and upsell,No
4273-MBHYA,Female,0,1,Month-to-month,Fiber optic,Electronic check,89.35,89.35,No,0.7569464357704933,High risk: retention/win-back,Yes
4724-WXVWF,Male,0,48,Month-to-month,Fiber optic,Electronic check,95.4,4445.3,No,0.2080327106564032,Low risk: retain and upsell,No
5701-GUXDC,Female,0,26,One year,DSL,Credit card (automatic),35.4,978.6,No,0.07010351346271387,Low risk: retain and upsell,No
1460-UZPRJ,Male,0,60,Two year,No,Mailed check,19.95,1258.15,No,0.00815343369019456,Low risk: retain and upsell,No
6082-GLJIX,Male,0,18,Month-to-month,No,Mailed check,19.25,331.35,No,0.14097086067841938,Low risk: retain and upsell,No
5143-EGQFK,Female,1,10,Month-to-month,DSL,Electronic check,29.65,291.4,Yes,0.45758997320174416,Medium risk: nurture,Yes
4919-IKATY,Male,0,5,Month-to-month,Fiber optic,Electronic check,84.5,453.75,Yes,0.5973368655903634,Medium risk: nurture,Yes
2495-TTHBQ,Female,0,4,One year,No,Mailed check,20.4,84.75,No,0.050458929976279404,Low risk: retain and upsell,No
0485-ZBSLN,Male,0,65,Two year,No,Credit card (automatic),24.75,1715.1,No,0.004513692997072408,Low risk: retain and upsell,No
3810-PJUHR,Male,0,70,Two year,No,Mailed check,25.35,1715.15,No,0.0048412763388055325,Low risk: retain and upsell,No
9050-QLROH,Male,0,18,Month-to-month,Fiber optic,Credit card (automatic),90.7,1597.25,Yes,0.582253723793188,Medium risk: nurture,Yes
0847-HGRML,Male,0,62,Two year,No,Bank transfer (automatic),20.0,1250.1,No,0.006220078540835006,Low risk: retain and upsell,No
8232-CTLKO,Female,0,66,Two year,DSL,Electronic check,59.75,3996.8,No,0.015107009447770478,Low risk: retain and upsell,No
9227-YBAXE,Female,0,65,Two year,DSL,Bank transfer (automatic),82.5,5215.1,No,0.013898855975427898,Low risk: retain and upsell,No
6168-WFVVF,Female,1,3,Month-to-month,Fiber optic,Electronic check,70.3,235.5,Yes,0.6622475120577296,High risk: retention/win-back,Yes
9860-LISIZ,Female,0,34,Month-to-month,No,Mailed check,20.35,673.2,No,0.11604030984919912,Low risk: retain and upsell,No
0112-QAWRZ,Male,0,16,Month-to-month,Fiber optic,Bank transfer (automatic),90.8,1442.2,No,0.5677662564176787,Medium risk: nurture,Yes
0877-SDMBN,Female,0,54,One year,Fiber optic,Bank transfer (automatic),103.95,5639.05,Yes,0.20759951314284816,Low risk: retain and upsell,No
2786-GCDPI,Female,1,50,Month-to-month,Fiber optic,Electronic check,104.95,5222.35,No,0.38206306574722537,Medium risk: nurture,Yes
4043-MKDTV,Male,0,71,Two year,Fiber optic,Electronic check,105.25,7291.75,No,0.061039323957788674,Low risk: retain and upsell,No
8065-YKXKD,Female,0,10,Month-to-month,Fiber optic,Electronic check,74.75,799.65,Yes,0.6672333266490091,High risk: retention/win-back,Yes
9637-EIHEQ,Female,0,1,Month-to-month,DSL,Electronic check,50.8,50.8,Yes,0.45366404511260106,Medium risk: nurture,Yes
9229-RQABD,Male,0,18,One year,No,Mailed check,23.75,424.5,No,0.02494485137357112,Low risk: retain and upsell,No
8313-KTIHG,Male,0,4,Month-to-month,DSL,Electronic check,61.3,249.4,No,0.44921904416126046,Medium risk: nurture,Yes
5320-BRKGK,Female,0,58,Two year,DSL,Mailed check,75.8,4415.75,No,0.014729939804781118,Low risk: retain and upsell,No
6284-KMNUF,Female,0,56,One year,Fiber optic,Electronic check,98.0,5270.6,No,0.25608020761385325,Low risk: retain and upsell,No
9689-PTNPG,Male,0,2,Month-to-month,Fiber optic,Electronic check,80.25,144.55,Yes,0.7622833608704497,High risk: retention/win-back,Yes
9465-RWMXL,Male,0,32,Month-to-month,Fiber optic,Electronic check,78.9,2447.95,Yes,0.4346969807912712,Medium risk: nurture,Yes
6229-UOLQL,Male,0,56,One year,DSL,Mailed check,52.0,2884.9,No,0.029334201276321074,Low risk: retain and upsell,No
2362-IBOOY,Male,0,36,Month-to-month,Fiber optic,Electronic check,84.75,3050.15,Yes,0.5171766493885757,Medium risk: nurture,Yes
3137-LUPIX,Female,0,4,Month-to-month,DSL,Mailed check,64.4,253.0,No,0.3712092046033016,Medium risk: nurture,Yes
0843-WTBXE,Male,0,53,Month-to-month,Fiber optic,Bank transfer (automatic),85.45,4517.25,Yes,0.15175621398713074,Low risk: retain and upsell,No
6143-JQKEA,Male,0,10,Month-to-month,DSL,Credit card (automatic),45.8,436.2,No,0.34986890073737736,Medium risk: nurture,Yes
8676-OOQEJ,Male,0,4,Month-to-month,DSL,Electronic check,30.5,118.4,No,0.3938605101250404,Medium risk: nurture,Yes
5515-IDEJJ,Male,0,1,Month-to-month,No,Mailed check,19.9,19.9,Yes,0.16207230964316557,Low risk: retain and upsell,No
9701-CDXHR,Female,0,51,Month-to-month,Fiber optic,Mailed check,69.15,3649.6,No,0.13837736086676744,Low risk: retain and upsell,No
7450-NWRTR,Male,1,12,Month-to-month,Fiber optic,Electronic check,99.45,1200.15,Yes,0.8300832808736218,High risk: retention/win-back,Yes
8124-NZVGJ,Female,0,6,One year,DSL,Mailed check,49.25,255.6,No,0.21652715185050284,Low risk: retain and upsell,No
2162-FRZAA,Male,0,63,Two year,DSL,Bank transfer (automatic),39.35,2395.05,No,0.008623850213776818,Low risk: retain and upsell,No
5376-DEQCP,Female,0,1,Month-to-month,Fiber optic,Electronic check,70.6,70.6,Yes,0.7429568066639205,High risk: retention/win-back,Yes
5118-MUEYH,Female,0,48,Month-to-month,Fiber optic,Credit card (automatic),105.1,5083.55,No,0.32234494348710274,Medium risk: nurture,Yes
9095-HFAFX,Female,0,5,Month-to-month,Fiber optic,Credit card (automatic),81.0,389.6,Yes,0.6438046286795741,High risk: retention/win-back,Yes
5627-TVBPP,Female,0,35,One year,No,Credit card (automatic),20.1,644.5,No,0.02134640813584621,Low risk: retain and upsell,No
2379-ENZGV,Male,0,6,Month-to-month,Fiber optic,Electronic check,84.85,523.5,Yes,0.6439478048426411,High risk: retention/win-back,Yes
3936-QQFLL,Male,0,2,Month-to-month,No,Mailed check,19.75,39.3,No,0.2341483126912904,Low risk: retain and upsell,No
2589-AYCRP,Female,0,50,One year,No,Bank transfer (automatic),19.75,989.05,No,0.015516690596655324,Low risk: retain and upsell,No
4067-HLYQI,Female,0,33,Month-to-month,Fiber optic,Bank transfer (automatic),70.4,2406.1,No,0.29618310569659984,Low risk: retain and upsell,Yes
5124-EOGYE,Male,0,31,Two year,No,Mailed check,20.45,638.55,No,0.015460714569658083,Low risk: retain and upsell,No
5057-RKGLH,Female,0,9,Two year,No,Mailed check,20.35,191.1,No,0.028291056090333402,Low risk: retain and upsell,No
0292-WEGCH,Female,0,54,Month-to-month,DSL,Electronic check,86.2,4524.05,No,0.13541018408665773,Low risk: retain and upsell,No
8910-ICHIU,Female,0,46,One year,Fiber optic,Credit card (automatic),95.65,4664.2,No,0.0758385645011247,Low risk: retain and upsell,No
4097-YODCF,Male,0,34,One year,Fiber optic,Electronic check,103.8,3470.8,No,0.27404544158720795,Low risk: retain and upsell,No
9715-WZCLW,Male,0,71,Two year,Fiber optic,Electronic check,97.2,6910.3,No,0.1284407428827464,Low risk: retain and upsell,No
9786-YWNHU,Female,0,63,Two year,DSL,Mailed check,63.55,4014.2,No,0.009978522188105753,Low risk: retain and upsell,No
6407-GSJNL,Female,0,51,Two year,No,Bank transfer (automatic),24.95,1288.0,No,0.008870204686524701,Low risk: retain and upsell,No
6005-OBZPH,Female,1,26,Month-to-month,Fiber optic,Electronic check,89.15,2277.65,Yes,0.5944214774283463,Medium risk: nurture,Yes
4049-ZPALD,Female,0,64,Two year,Fiber optic,Bank transfer (automatic),99.0,6375.8,No,0.05869869141366366,Low risk: retain and upsell,No
7932-WPTDS,Female,1,1,Month-to-month,DSL,Electronic check,24.8,24.8,Yes,0.623698619494468,High risk: retention/win-back,Yes
3733-UOCWF,Male,1,61,One year,Fiber optic,Bank transfer (automatic),85.55,5251.75,No,0.03798757955061031,Low risk: retain and upsell,No
6833-JMZYP,Female,0,15,Month-to-month,Fiber optic,Credit card (automatic),94.0,1505.45,No,0.4912634060070301,Medium risk: nurture,Yes
2722-VOJQL,Male,0,64,One year,Fiber optic,Credit card (automatic),105.65,6903.1,Yes,0.17475224918851898,Low risk: retain and upsell,No
1310-QRITU,Female,0,18,Month-to-month,DSL,Electronic check,50.3,913.3,No,0.42345174570040683,Medium risk: nurture,Yes
8961-QDZZJ,Female,0,57,One year,Fiber optic,Electronic check,95.0,5535.8,No,0.21914774968198403,Low risk: retain and upsell,No
9715-SBVSU,Male,0,14,Two year,DSL,Bank transfer (automatic),61.4,815.55,No,0.04295334193756932,Low risk: retain and upsell,No
8490-BXHEO,Male,1,18,Month-to-month,Fiber optic,Credit card (automatic),80.55,1411.65,No,0.5326829975360282,Medium risk: nurture,Yes
7173-TETGO,Female,1,72,Two year,Fiber optic,Bank transfer (automatic),78.5,5602.25,No,0.011285769776375373,Low risk: retain and upsell,No
7929-SKFGK,Male,0,70,Two year,Fiber optic,Credit card (automatic),114.3,8244.3,No,0.04468686071721755,Low risk: retain and upsell,No
2300-RQGOI,Female,0,38,Two year,No,Mailed check,20.05,741.5,No,0.016572457452417963,Low risk: retain and upsell,No
3563-SVYLG,Male,0,68,Two year,DSL,Credit card (automatic),62.65,4375.8,No,0.006402433096958928,Low risk: retain and upsell,No
5228-EXCET,Male,0,13,Month-to-month,Fiber optic,Electronic check,80.85,1008.7,Yes,0.6479211171522158,High risk: retention/win-back,Yes
6435-VWCCY,Male,1,65,Two year,Fiber optic,Credit card (automatic),92.7,5968.4,No,0.05098432218950422,Low risk: retain and upsell,No
4998-IKFSE,Female,0,30,Month-to-month,Fiber optic,Electronic check,100.45,3096.9,No,0.5215151180440787,Medium risk: nurture,Yes
8630-QSGXK,Male,0,51,Two year,DSL,Bank transfer (automatic),75.2,3901.25,No,0.05036005150039561,Low risk: retain and upsell,No
2455-USLMV,Female,0,31,Month-to-month,Fiber optic,Credit card (automatic),84.75,2613.4,No,0.26346492293009466,Low risk: retain and upsell,No
7394-FKDNK,Female,0,9,Month-to-month,Fiber optic,Electronic check,89.45,853.1,Yes,0.6467618287660863,High risk: retention/win-back,Yes
9488-FVZCC,Female,0,72,Two year,DSL,Bank transfer (automatic),79.5,5661.7,No,0.01174179313283698,Low risk: retain and upsell,No
6331-LWDTQ,Male,0,10,Month-to-month,DSL,Credit card (automatic),72.15,794.25,Yes,0.5397273564698264,Medium risk: nurture,Yes
5995-WWKKG,Female,0,37,One year,No,Electronic check,19.8,695.05,No,0.03980253117813084,Low risk: retain and upsell,No
1597-FZREH,Female,0,2,Month-to-month,DSL,Electronic check,76.4,160.8,Yes,0.37119739521380646,Medium risk: nurture,Yes
7879-CGSFV,Male,0,55,One year,Fiber optic,Mailed check,100.9,5552.05,No,0.17023035197988423,Low risk: retain and upsell,No
9921-EZKBY,Male,0,33,Month-to-month,Fiber optic,Bank transfer (automatic),95.3,3275.15,No,0.3035670815038836,Medium risk: nurture,Yes
7432-FFVAR,Female,0,46,One year,Fiber optic,Bank transfer (automatic),90.95,4236.6,No,0.06190199761176508,Low risk: retain and upsell,No
7246-ZGQDF,Female,0,1,Month-to-month,DSL,Electronic check,54.5,54.5,No,0.27493653682638425,Low risk: retain and upsell,No
7000-WCEVQ,Female,1,20,Month-to-month,DSL,Mailed check,61.6,1174.35,Yes,0.4550407496241416,Medium risk: nurture,Yes
0727-IWKVK,Male,0,9,Month-to-month,Fiber optic,Electronic check,79.9,741.7,Yes,0.5732923715168687,Medium risk: nurture,Yes
5959-BELXA,Male,1,32,Month-to-month,Fiber optic,Credit card (automatic),96.15,3019.25,Yes,0.6146777453821274,High risk: retention/win-back,Yes
4456-RHSNB,Female,0,19,Month-to-month,DSL,Bank transfer (automatic),49.6,962.9,No,0.17227496916036514,Low risk: retain and upsell,No
